town_name;cld_year;week_number;wd_total;wda_total;qty_total
Екатеринбург;1985;1;;;
Екатеринбург;1985;2;;;
Екатеринбург;1985;3;;;
Екатеринбург;1985;4;;;
Екатеринбург;1985;5;;;
Екатеринбург;1985;6;;;
Екатеринбург;1985;7;;;
Екатеринбург;1985;8;;;
Екатеринбург;1985;9;;;
Екатеринбург;1985;10;;;
Екатеринбург;1985;11;;;
Екатеринбург;1985;12;;;
Екатеринбург;1985;13;;;
Екатеринбург;1985;14;;;
Екатеринбург;1985;15;;;
Екатеринбург;1985;16;;;
Екатеринбург;1985;17;;;
Екатеринбург;1985;18;;;
Екатеринбург;1985;19;;;
Екатеринбург;1985;20;;;
Екатеринбург;1985;21;;;
Екатеринбург;1985;22;;;
Екатеринбург;1985;23;;;
Екатеринбург;1985;24;;;
Екатеринбург;1985;25;;;
Екатеринбург;1985;26;;;
Екатеринбург;1985;27;0;;1332914
Екатеринбург;1985;28;;;
Екатеринбург;1985;29;;;
Екатеринбург;1985;30;;;
Екатеринбург;1985;31;;;
Екатеринбург;1985;32;;;
Екатеринбург;1985;33;;;
Екатеринбург;1985;34;;;
Екатеринбург;1985;35;;;
Екатеринбург;1985;36;;;
Екатеринбург;1985;37;;;
Екатеринбург;1985;38;;;
Екатеринбург;1985;39;;;
Екатеринбург;1985;40;;;
Екатеринбург;1985;41;;;
Екатеринбург;1985;42;;;
Екатеринбург;1985;43;;;
Екатеринбург;1985;44;;;
Екатеринбург;1985;45;;;
Екатеринбург;1985;46;;;
Екатеринбург;1985;47;;;
Екатеринбург;1985;48;;;
Екатеринбург;1985;49;;;
Екатеринбург;1985;50;;;
Екатеринбург;1985;51;;;
Екатеринбург;1985;52;;;
Екатеринбург;1986;1;5267;;1332914
Екатеринбург;1986;2;7776;;1332914
Екатеринбург;1986;3;8362;;1332914
Екатеринбург;1986;4;8622;;1332914
Екатеринбург;1986;5;9823;;1332914
Екатеринбург;1986;6;11263;;1332914
Екатеринбург;1986;7;14334;;1332914
Екатеринбург;1986;8;17888;;1332914
Екатеринбург;1986;9;20433;;1332914
Екатеринбург;1986;10;17814;;1332914
Екатеринбург;1986;11;15951;;1332914
Екатеринбург;1986;12;12752;;1332914
Екатеринбург;1986;13;9332;;1332914
Екатеринбург;1986;14;8668;;1332914
Екатеринбург;1986;15;8805;;1332914
Екатеринбург;1986;16;9699;;1332914
Екатеринбург;1986;17;9583;;1332914
Екатеринбург;1986;18;5799;;1332914
Екатеринбург;1986;19;7326;;1332914
Екатеринбург;1986;20;6570;;1332914
Екатеринбург;1986;21;6163;;1332914
Екатеринбург;1986;22;5630;;1332914
Екатеринбург;1986;23;4872;;1332914
Екатеринбург;1986;24;4623;;1332914
Екатеринбург;1986;25;4401;;1332914
Екатеринбург;1986;26;3978;;1332914
Екатеринбург;1986;27;4021;;1332914
Екатеринбург;1986;28;3453;;1332914
Екатеринбург;1986;29;3051;;1332914
Екатеринбург;1986;30;3010;;1332914
Екатеринбург;1986;31;2707;;1332914
Екатеринбург;1986;32;3407;;1332914
Екатеринбург;1986;33;3384;;1332914
Екатеринбург;1986;34;3530;;1332914
Екатеринбург;1986;35;3828;;1332914
Екатеринбург;1986;36;4150;;1332914
Екатеринбург;1986;37;4831;;1332914
Екатеринбург;1986;38;5531;;1332914
Екатеринбург;1986;39;6171;;1332914
Екатеринбург;1986;40;6493;;1332914
Екатеринбург;1986;41;5014;;1332914
Екатеринбург;1986;42;6106;;1332914
Екатеринбург;1986;43;7603;;1332914
Екатеринбург;1986;44;9372;;1332914
Екатеринбург;1986;45;9854;Э;1332914
Екатеринбург;1986;46;19537;Э;1332914
Екатеринбург;1986;47;23106;Э;1332914
Екатеринбург;1986;48;19472;Э;1332914
Екатеринбург;1986;49;15577;Э;1332914
Екатеринбург;1986;50;12762;Э;1332914
Екатеринбург;1986;51;10795;;1332914
Екатеринбург;1986;52;9026;;1332914
Екатеринбург;1987;1;8789;;1376000
Екатеринбург;1987;2;8552;;1376000
Екатеринбург;1987;3;8711;;1376000
Екатеринбург;1987;4;7865;;1376000
Екатеринбург;1987;5;7859;;1376000
Екатеринбург;1987;6;8113;;1376000
Екатеринбург;1987;7;7596;;1376000
Екатеринбург;1987;8;7936;;1376000
Екатеринбург;1987;9;7717;;1376000
Екатеринбург;1987;10;7612;;1376000
Екатеринбург;1987;11;7923;;1376000
Екатеринбург;1987;12;7687;;1376000
Екатеринбург;1987;13;7372;;1376000
Екатеринбург;1987;14;7527;;1376000
Екатеринбург;1987;15;7050;;1376000
Екатеринбург;1987;16;7079;;1376000
Екатеринбург;1987;17;6530;;1376000
Екатеринбург;1987;18;5399;;1376000
Екатеринбург;1987;19;5332;;1376000
Екатеринбург;1987;20;5208;;1376000
Екатеринбург;1987;21;5115;;1376000
Екатеринбург;1987;22;4371;;1376000
Екатеринбург;1987;23;4421;;1376000
Екатеринбург;1987;24;4090;;1376000
Екатеринбург;1987;25;3759;;1376000
Екатеринбург;1987;26;2837;;1376000
Екатеринбург;1987;27;2988;;1376000
Екатеринбург;1987;28;3015;;1376000
Екатеринбург;1987;29;2777;;1376000
Екатеринбург;1987;30;3134;;1376000
Екатеринбург;1987;31;3629;;1376000
Екатеринбург;1987;32;3483;;1376000
Екатеринбург;1987;33;3514;;1376000
Екатеринбург;1987;34;3202;;1376000
Екатеринбург;1987;35;4351;;1376000
Екатеринбург;1987;36;4847;;1376000
Екатеринбург;1987;37;5594;;1376000
Екатеринбург;1987;38;6598;;1376000
Екатеринбург;1987;39;6884;;1376000
Екатеринбург;1987;40;6175;;1376000
Екатеринбург;1987;41;5157;;1376000
Екатеринбург;1987;42;5911;;1376000
Екатеринбург;1987;43;6111;;1376000
Екатеринбург;1987;44;6187;;1376000
Екатеринбург;1987;45;6015;;1376000
Екатеринбург;1987;46;7124;;1376000
Екатеринбург;1987;47;7037;;1376000
Екатеринбург;1987;48;7599;;1376000
Екатеринбург;1987;49;7434;;1376000
Екатеринбург;1987;50;7222;;1376000
Екатеринбург;1987;51;7827;;1376000
Екатеринбург;1987;52;7176;;1376000
Екатеринбург;1988;1;5208;;1376000
Екатеринбург;1988;2;7351;;1376000
Екатеринбург;1988;3;7493;;1376000
Екатеринбург;1988;4;8239;;1376000
Екатеринбург;1988;5;12674;;1376000
Екатеринбург;1988;6;23090;Э;1376000
Екатеринбург;1988;7;37793;Э;1376000
Екатеринбург;1988;8;39313;Э;1376000
Екатеринбург;1988;9;31723;Э;1376000
Екатеринбург;1988;10;26161;Э;1376000
Екатеринбург;1988;11;14160;Э;1376000
Екатеринбург;1988;12;15874;Э;1376000
Екатеринбург;1988;13;12026;Э;1376000
Екатеринбург;1988;14;9873;;1376000
Екатеринбург;1988;15;9276;;1376000
Екатеринбург;1988;16;8441;;1376000
Екатеринбург;1988;17;8622;;1376000
Екатеринбург;1988;18;7125;;1376000
Екатеринбург;1988;19;6082;;1376000
Екатеринбург;1988;20;5560;;1376000
Екатеринбург;1988;21;7840;;1376000
Екатеринбург;1988;22;5512;;1376000
Екатеринбург;1988;23;5068;;1376000
Екатеринбург;1988;24;4547;;1376000
Екатеринбург;1988;25;4008;;1376000
Екатеринбург;1988;26;3574;;1376000
Екатеринбург;1988;27;3260;;1376000
Екатеринбург;1988;28;2817;;1376000
Екатеринбург;1988;29;2773;;1376000
Екатеринбург;1988;30;2804;;1376000
Екатеринбург;1988;31;3263;;1376000
Екатеринбург;1988;32;3361;;1376000
Екатеринбург;1988;33;3661;;1376000
Екатеринбург;1988;34;4147;;1376000
Екатеринбург;1988;35;4400;;1376000
Екатеринбург;1988;36;4653;;1376000
Екатеринбург;1988;37;5818;;1376000
Екатеринбург;1988;38;6922;;1376000
Екатеринбург;1988;39;7245;;1376000
Екатеринбург;1988;40;7387;;1376000
Екатеринбург;1988;41;5527;;1376000
Екатеринбург;1988;42;6355;;1376000
Екатеринбург;1988;43;5842;;1376000
Екатеринбург;1988;44;6343;;1376000
Екатеринбург;1988;45;6683;;1376000
Екатеринбург;1988;46;5302;;1376000
Екатеринбург;1988;47;7178;;1376000
Екатеринбург;1988;48;7798;;1376000
Екатеринбург;1988;49;8864;;1376000
Екатеринбург;1988;50;10123;;1376000
Екатеринбург;1988;51;10919;;1376000
Екатеринбург;1988;52;11487;;1376000
Екатеринбург;1989;1;9888;;1395400
Екатеринбург;1989;2;11346;;1395400
Екатеринбург;1989;3;10133;;1395400
Екатеринбург;1989;4;10945;;1395400
Екатеринбург;1989;5;11726;;1395400
Екатеринбург;1989;6;;Э;1395400
Екатеринбург;1989;7;16918;Э;1395400
Екатеринбург;1989;8;21734;Э;1395400
Екатеринбург;1989;9;25549;Э;1395400
Екатеринбург;1989;10;25924;Э;1395400
Екатеринбург;1989;11;19206;Э;1395400
Екатеринбург;1989;12;17175;Э;1395400
Екатеринбург;1989;13;13442;Э;1395400
Екатеринбург;1989;14;11135;Э;1395400
Екатеринбург;1989;15;10196;;1395400
Екатеринбург;1989;16;9020;;1395400
Екатеринбург;1989;17;8171;;1395400
Екатеринбург;1989;18;7523;;1395400
Екатеринбург;1989;19;6019;;1395400
Екатеринбург;1989;20;4350;;1395400
Екатеринбург;1989;21;5614;;1395400
Екатеринбург;1989;22;4937;;1395400
Екатеринбург;1989;23;4875;;1395400
Екатеринбург;1989;24;4533;;1395400
Екатеринбург;1989;25;4212;;1395400
Екатеринбург;1989;26;3845;;1395400
Екатеринбург;1989;27;3585;;1395400
Екатеринбург;1989;28;3089;;1395400
Екатеринбург;1989;29;3158;;1395400
Екатеринбург;1989;30;3375;;1395400
Екатеринбург;1989;31;3556;;1395400
Екатеринбург;1989;32;3688;;1395400
Екатеринбург;1989;33;3304;;1395400
Екатеринбург;1989;34;4206;;1395400
Екатеринбург;1989;35;4894;;1395400
Екатеринбург;1989;36;4961;;1395400
Екатеринбург;1989;37;5536;;1395400
Екатеринбург;1989;38;5830;;1395400
Екатеринбург;1989;39;6044;;1395400
Екатеринбург;1989;40;6173;;1395400
Екатеринбург;1989;41;6237;;1395400
Екатеринбург;1989;42;6583;;1395400
Екатеринбург;1989;43;6418;;1395400
Екатеринбург;1989;44;7368;;1395400
Екатеринбург;1989;45;7434;;1395400
Екатеринбург;1989;46;6024;;1395400
Екатеринбург;1989;47;6757;;1395400
Екатеринбург;1989;48;7491;;1395400
Екатеринбург;1989;49;8304;;1395400
Екатеринбург;1989;50;8549;;1395400
Екатеринбург;1989;51;9083;;1395400
Екатеринбург;1989;52;9716;Э;1395400
Екатеринбург;1989;53;10861;;1395400
Екатеринбург;1990;1;10794;Э;1406000
Екатеринбург;1990;2;14364;Э;1406000
Екатеринбург;1990;3;16728;Э;1406000
Екатеринбург;1990;4;19993;Э;1406000
Екатеринбург;1990;5;20485;Э;1406000
Екатеринбург;1990;6;20263;Э;1406000
Екатеринбург;1990;7;16599;Э;1406000
Екатеринбург;1990;8;12371;Э;1406000
Екатеринбург;1990;9;11461;;1406000
Екатеринбург;1990;10;7719;;1406000
Екатеринбург;1990;11;8472;;1406000
Екатеринбург;1990;12;8124;;1406000
Екатеринбург;1990;13;7187;;1406000
Екатеринбург;1990;14;;;1406000
Екатеринбург;1990;15;7010;;1406000
Екатеринбург;1990;16;7481;;1406000
Екатеринбург;1990;17;7952;;1406000
Екатеринбург;1990;18;4186;;1406000
Екатеринбург;1990;19;5334;;1406000
Екатеринбург;1990;20;6193;;1406000
Екатеринбург;1990;21;6101;;1406000
Екатеринбург;1990;22;5734;;1406000
Екатеринбург;1990;23;5393;;1406000
Екатеринбург;1990;24;5063;;1406000
Екатеринбург;1990;25;4103;;1406000
Екатеринбург;1990;26;3849;;1406000
Екатеринбург;1990;27;3439;;1406000
Екатеринбург;1990;28;2786;;1406000
Екатеринбург;1990;29;2829;;1406000
Екатеринбург;1990;30;3036;;1406000
Екатеринбург;1990;31;2708;;1406000
Екатеринбург;1990;32;2989;;1406000
Екатеринбург;1990;33;3268;;1406000
Екатеринбург;1990;34;3747;;1406000
Екатеринбург;1990;35;4163;;1406000
Екатеринбург;1990;36;5546;;1406000
Екатеринбург;1990;37;6984;;1406000
Екатеринбург;1990;38;8588;;1406000
Екатеринбург;1990;39;7937;;1406000
Екатеринбург;1990;40;7179;;1406000
Екатеринбург;1990;41;6928;;1406000
Екатеринбург;1990;42;6678;;1406000
Екатеринбург;1990;43;6267;;1406000
Екатеринбург;1990;44;6208;;1406000
Екатеринбург;1990;45;4212;;1406000
Екатеринбург;1990;46;6486;;1406000
Екатеринбург;1990;47;4709;;1406000
Екатеринбург;1990;48;8090;;1406000
Екатеринбург;1990;49;8375;;1406000
Екатеринбург;1990;50;8587;;1406000
Екатеринбург;1990;51;9423;;1406000
Екатеринбург;1990;52;9899;;1406000
Екатеринбург;1991;1;6591;;1518611
Екатеринбург;1991;2;7589;;1518611
Екатеринбург;1991;3;8240;;1518611
Екатеринбург;1991;4;8129;;1518611
Екатеринбург;1991;5;9267;;1518611
Екатеринбург;1991;6;8892;;1518611
Екатеринбург;1991;7;10083;;1518611
Екатеринбург;1991;8;11105;;1518611
Екатеринбург;1991;9;12128;;1518611
Екатеринбург;1991;10;11922;Э;1518611
Екатеринбург;1991;11;19276;Э;1518611
Екатеринбург;1991;12;21821;Э;1518611
Екатеринбург;1991;13;21231;Э;1518611
Екатеринбург;1991;14;28736;Э;1518611
Екатеринбург;1991;15;14741;Э;1518611
Екатеринбург;1991;16;11013;Э;1518611
Екатеринбург;1991;17;8486;Э;1518611
Екатеринбург;1991;18;5055;;1518611
Екатеринбург;1991;19;5127;;1518611
Екатеринбург;1991;20;5586;;1518611
Екатеринбург;1991;21;5247;;1518611
Екатеринбург;1991;22;5021;;1518611
Екатеринбург;1991;23;4466;;1518611
Екатеринбург;1991;24;3765;;1518611
Екатеринбург;1991;25;4062;;1518611
Екатеринбург;1991;26;3462;;1518611
Екатеринбург;1991;27;3462;;1518611
Екатеринбург;1991;28;3436;;1518611
Екатеринбург;1991;29;3190;;1518611
Екатеринбург;1991;30;3337;;1518611
Екатеринбург;1991;31;3484;;1518611
Екатеринбург;1991;32;3815;;1518611
Екатеринбург;1991;33;4108;;1518611
Екатеринбург;1991;34;4215;;1518611
Екатеринбург;1991;35;4441;;1518611
Екатеринбург;1991;36;5321;;1518611
Екатеринбург;1991;37;5327;;1518611
Екатеринбург;1991;38;5733;;1518611
Екатеринбург;1991;39;6832;;1518611
Екатеринбург;1991;40;4984;;1518611
Екатеринбург;1991;41;5457;;1518611
Екатеринбург;1991;42;6576;;1518611
Екатеринбург;1991;43;6612;;1518611
Екатеринбург;1991;44;6635;;1518611
Екатеринбург;1991;45;5029;;1518611
Екатеринбург;1991;46;7463;;1518611
Екатеринбург;1991;47;8196;;1518611
Екатеринбург;1991;48;8610;;1518611
Екатеринбург;1991;49;9785;;1518611
Екатеринбург;1991;50;11370;;1518611
Екатеринбург;1991;51;19626;Э;1518611
Екатеринбург;1991;52;32898;Э;1518611
Екатеринбург;1992;1;14041;Э;1417500
Екатеринбург;1992;2;13720;Э;1417500
Екатеринбург;1992;3;10684;Э;1417500
Екатеринбург;1992;4;7640;Э;1417500
Екатеринбург;1992;5;6019;;1417500
Екатеринбург;1992;6;5954;;1417500
Екатеринбург;1992;7;6199;;1417500
Екатеринбург;1992;8;6655;;1417500
Екатеринбург;1992;9;6154;;1417500
Екатеринбург;1992;10;6087;;1417500
Екатеринбург;1992;11;6068;;1417500
Екатеринбург;1992;12;5567;;1417500
Екатеринбург;1992;13;5031;;1417500
Екатеринбург;1992;14;4662;;1417500
Екатеринбург;1992;15;5174;;1417500
Екатеринбург;1992;16;5046;;1417500
Екатеринбург;1992;17;5067;;1417500
Екатеринбург;1992;18;3973;;1417500
Екатеринбург;1992;19;3689;;1417500
Екатеринбург;1992;20;3192;;1417500
Екатеринбург;1992;21;4008;;1417500
Екатеринбург;1992;22;3936;;1417500
Екатеринбург;1992;23;3624;;1417500
Екатеринбург;1992;24;3226;;1417500
Екатеринбург;1992;25;3226;;1417500
Екатеринбург;1992;26;3226;;1417500
Екатеринбург;1992;27;2564;;1417500
Екатеринбург;1992;28;2296;;1417500
Екатеринбург;1992;29;2107;;1417500
Екатеринбург;1992;30;1925;;1417500
Екатеринбург;1992;31;2013;;1417500
Екатеринбург;1992;32;2088;;1417500
Екатеринбург;1992;33;2312;;1417500
Екатеринбург;1992;34;2348;;1417500
Екатеринбург;1992;35;2649;;1417500
Екатеринбург;1992;36;3436;;1417500
Екатеринбург;1992;37;3968;;1417500
Екатеринбург;1992;38;4885;;1417500
Екатеринбург;1992;39;5902;;1417500
Екатеринбург;1992;40;5784;;1417500
Екатеринбург;1992;41;6166;;1417500
Екатеринбург;1992;42;5835;;1417500
Екатеринбург;1992;43;5835;;1417500
Екатеринбург;1992;44;5835;;1417500
Екатеринбург;1992;45;5505;;1417500
Екатеринбург;1992;46;5500;;1417500
Екатеринбург;1992;47;6737;;1417500
Екатеринбург;1992;48;7006;;1417500
Екатеринбург;1992;49;8475;;1417500
Екатеринбург;1992;50;8102;;1417500
Екатеринбург;1992;51;7075;;1417500
Екатеринбург;1992;52;6838;;1417500
Екатеринбург;1993;1;3892;;1464908
Екатеринбург;1993;2;4946;;1464908
Екатеринбург;1993;3;7017;;1464908
Екатеринбург;1993;4;7682;;1464908
Екатеринбург;1993;5;9376;;1464908
Екатеринбург;1993;6;11455;Э;1464908
Екатеринбург;1993;7;13736;Э;1464908
Екатеринбург;1993;8;15620;Э;1464908
Екатеринбург;1993;9;17934;Э;1464908
Екатеринбург;1993;10;21005;Э;1464908
Екатеринбург;1993;11;18872;Э;1464908
Екатеринбург;1993;12;18826;Э;1464908
Екатеринбург;1993;13;12043;Э;1464908
Екатеринбург;1993;14;8861;;1464908
Екатеринбург;1993;15;7416;;1464908
Екатеринбург;1993;16;5865;;1464908
Екатеринбург;1993;17;5563;;1464908
Екатеринбург;1993;18;5433;;1464908
Екатеринбург;1993;19;3836;;1464908
Екатеринбург;1993;20;4643;;1464908
Екатеринбург;1993;21;4541;;1464908
Екатеринбург;1993;22;4393;;1464908
Екатеринбург;1993;23;4450;;1464908
Екатеринбург;1993;24;3688;;1464908
Екатеринбург;1993;25;2992;;1464908
Екатеринбург;1993;26;2919;;1464908
Екатеринбург;1993;27;2873;;1464908
Екатеринбург;1993;28;2749;;1464908
Екатеринбург;1993;29;2335;;1464908
Екатеринбург;1993;30;2217;;1464908
Екатеринбург;1993;31;2369;;1464908
Екатеринбург;1993;32;2369;;1464908
Екатеринбург;1993;33;2561;;1464908
Екатеринбург;1993;34;2676;;1464908
Екатеринбург;1993;35;3035;;1464908
Екатеринбург;1993;36;3035;;1464908
Екатеринбург;1993;37;3783;;1464908
Екатеринбург;1993;38;5701;;1464908
Екатеринбург;1993;39;7133;;1464908
Екатеринбург;1993;40;6940;;1464908
Екатеринбург;1993;41;6834;;1464908
Екатеринбург;1993;42;5186;;1464908
Екатеринбург;1993;43;4735;;1464908
Екатеринбург;1993;44;4731;;1464908
Екатеринбург;1993;45;4721;;1464908
Екатеринбург;1993;46;4713;;1464908
Екатеринбург;1993;47;4942;;1464908
Екатеринбург;1993;48;6442;;1464908
Екатеринбург;1993;49;7328;;1464908
Екатеринбург;1993;50;7632;;1464908
Екатеринбург;1993;51;7443;;1464908
Екатеринбург;1993;52;6478;;1464908
Екатеринбург;1994;1;4428;;1393700
Екатеринбург;1994;2;3765;;1393700
Екатеринбург;1994;3;5128;;1393700
Екатеринбург;1994;4;6444;;1393700
Екатеринбург;1994;5;10807;Э;1393700
Екатеринбург;1994;6;14203;Э;1393700
Екатеринбург;1994;7;16473;Э;1393700
Екатеринбург;1994;8;14032;Э;1393700
Екатеринбург;1994;9;11437;Э;1393700
Екатеринбург;1994;10;10269;;1393700
Екатеринбург;1994;11;5445;;1393700
Екатеринбург;1994;12;6021;;1393700
Екатеринбург;1994;13;5063;;1393700
Екатеринбург;1994;14;4872;;1393700
Екатеринбург;1994;15;4682;;1393700
Екатеринбург;1994;16;4121;;1393700
Екатеринбург;1994;17;5333;;1393700
Екатеринбург;1994;18;4713;;1393700
Екатеринбург;1994;19;3038;;1393700
Екатеринбург;1994;20;3006;;1393700
Екатеринбург;1994;21;3533;;1393700
Екатеринбург;1994;22;3265;;1393700
Екатеринбург;1994;23;3262;;1393700
Екатеринбург;1994;24;2916;;1393700
Екатеринбург;1994;25;1956;;1393700
Екатеринбург;1994;26;2177;;1393700
Екатеринбург;1994;27;2295;;1393700
Екатеринбург;1994;28;1087;;1393700
Екатеринбург;1994;29;1980;;1393700
Екатеринбург;1994;30;2243;;1393700
Екатеринбург;1994;31;2021;;1393700
Екатеринбург;1994;32;2193;;1393700
Екатеринбург;1994;33;2418;;1393700
Екатеринбург;1994;34;2276;;1393700
Екатеринбург;1994;35;2403;;1393700
Екатеринбург;1994;36;2535;;1393700
Екатеринбург;1994;37;3308;;1393700
Екатеринбург;1994;38;3968;;1393700
Екатеринбург;1994;39;4983;;1393700
Екатеринбург;1994;40;4344;;1393700
Екатеринбург;1994;41;4781;;1393700
Екатеринбург;1994;42;4439;;1393700
Екатеринбург;1994;43;4564;;1393700
Екатеринбург;1994;44;4689;;1393700
Екатеринбург;1994;45;4684;;1393700
Екатеринбург;1994;46;5149;;1393700
Екатеринбург;1994;47;5871;;1393700
Екатеринбург;1994;48;6373;;1393700
Екатеринбург;1994;49;6357;;1393700
Екатеринбург;1994;50;6564;;1393700
Екатеринбург;1994;51;5511;;1393700
Екатеринбург;1994;52;5525;;1393700
Екатеринбург;1995;1;3756;;1321000
Екатеринбург;1995;2;3070;;1321000
Екатеринбург;1995;3;3541;;1321000
Екатеринбург;1995;4;4291;;1321000
Екатеринбург;1995;5;5275;;1321000
Екатеринбург;1995;6;6698;;1321000
Екатеринбург;1995;7;8324;;1321000
Екатеринбург;1995;8;9709;Э;1321000
Екатеринбург;1995;9;10057;Э;1321000
Екатеринбург;1995;10;10325;Э;1321000
Екатеринбург;1995;11;6046;;1321000
Екатеринбург;1995;12;6592;;1321000
Екатеринбург;1995;13;6001;;1321000
Екатеринбург;1995;14;5098;;1321000
Екатеринбург;1995;15;5394;;1321000
Екатеринбург;1995;16;5310;;1321000
Екатеринбург;1995;17;4505;;1321000
Екатеринбург;1995;18;4007;;1321000
Екатеринбург;1995;19;3422;;1321000
Екатеринбург;1995;20;2776;;1321000
Екатеринбург;1995;21;3237;;1321000
Екатеринбург;1995;22;3338;;1321000
Екатеринбург;1995;23;2744;;1321000
Екатеринбург;1995;24;2484;;1321000
Екатеринбург;1995;25;1878;;1321000
Екатеринбург;1995;26;1889;;1321000
Екатеринбург;1995;27;1647;;1321000
Екатеринбург;1995;28;1640;;1321000
Екатеринбург;1995;29;1484;;1321000
Екатеринбург;1995;30;1523;;1321000
Екатеринбург;1995;31;1619;;1321000
Екатеринбург;1995;32;1849;;1321000
Екатеринбург;1995;33;1616;;1321000
Екатеринбург;1995;34;1619;;1321000
Екатеринбург;1995;35;1902;;1321000
Екатеринбург;1995;36;1975;;1321000
Екатеринбург;1995;37;2459;;1321000
Екатеринбург;1995;38;3543;;1321000
Екатеринбург;1995;39;4096;;1321000
Екатеринбург;1995;40;5026;;1321000
Екатеринбург;1995;41;5565;;1321000
Екатеринбург;1995;42;5278;;1321000
Екатеринбург;1995;43;5386;;1321000
Екатеринбург;1995;44;5145;;1321000
Екатеринбург;1995;45;5573;;1321000
Екатеринбург;1995;46;4610;;1321000
Екатеринбург;1995;47;4610;;1321000
Екатеринбург;1995;48;4520;Э;1321000
Екатеринбург;1995;49;6484;Э;1321000
Екатеринбург;1995;50;12363;Э;1321000
Екатеринбург;1995;51;16674;Э;1321000
Екатеринбург;1995;52;27128;Э;1321000
Екатеринбург;1995;53;21383;;1321000
Екатеринбург;1996;1;9999;Э;1390669
Екатеринбург;1996;2;7607;Э;1390669
Екатеринбург;1996;3;5679;;1390669
Екатеринбург;1996;4;5323;;1390669
Екатеринбург;1996;5;5541;;1390669
Екатеринбург;1996;6;5121;;1390669
Екатеринбург;1996;7;4588;;1390669
Екатеринбург;1996;8;4239;;1390669
Екатеринбург;1996;9;4388;;1390669
Екатеринбург;1996;10;3532;;1390669
Екатеринбург;1996;11;4678;;1390669
Екатеринбург;1996;12;5410;;1390669
Екатеринбург;1996;13;4262;;1390669
Екатеринбург;1996;14;4348;;1390669
Екатеринбург;1996;15;4416;;1390669
Екатеринбург;1996;16;4485;;1390669
Екатеринбург;1996;17;4461;;1390669
Екатеринбург;1996;18;2859;;1390669
Екатеринбург;1996;19;2873;;1390669
Екатеринбург;1996;20;2814;;1390669
Екатеринбург;1996;21;2868;;1390669
Екатеринбург;1996;22;2586;;1390669
Екатеринбург;1996;23;2577;;1390669
Екатеринбург;1996;24;1915;;1390669
Екатеринбург;1996;25;1361;;1390669
Екатеринбург;1996;26;1758;;1390669
Екатеринбург;1996;27;1467;;1390669
Екатеринбург;1996;28;1470;;1390669
Екатеринбург;1996;29;1226;;1390669
Екатеринбург;1996;30;1436;;1390669
Екатеринбург;1996;31;1612;;1390669
Екатеринбург;1996;32;1753;;1390669
Екатеринбург;1996;33;1737;;1390669
Екатеринбург;1996;34;2250;;1390669
Екатеринбург;1996;35;2340;;1390669
Екатеринбург;1996;36;2748;;1390669
Екатеринбург;1996;37;3158;;1390669
Екатеринбург;1996;38;3798;;1390669
Екатеринбург;1996;39;4697;;1390669
Екатеринбург;1996;40;5013;;1390669
Екатеринбург;1996;41;5145;;1390669
Екатеринбург;1996;42;4981;;1390669
Екатеринбург;1996;43;5645;;1390669
Екатеринбург;1996;44;5352;;1390669
Екатеринбург;1996;45;4414;;1390669
Екатеринбург;1996;46;5097;;1390669
Екатеринбург;1996;47;5442;;1390669
Екатеринбург;1996;48;5721;;1390669
Екатеринбург;1996;49;6330;;1390669
Екатеринбург;1996;50;8367;;1390669
Екатеринбург;1996;51;12158;Э;1390669
Екатеринбург;1996;52;21086;Э;1390669
Екатеринбург;1997;1;15480;Э;1367976
Екатеринбург;1997;2;18592;Э;1367976
Екатеринбург;1997;3;16269;Э;1367976
Екатеринбург;1997;4;11424;Э;1367976
Екатеринбург;1997;5;8597;;1367976
Екатеринбург;1997;6;6058;;1367976
Екатеринбург;1997;7;5156;;1367976
Екатеринбург;1997;8;5120;;1367976
Екатеринбург;1997;9;5227;;1367976
Екатеринбург;1997;10;3963;;1367976
Екатеринбург;1997;11;3380;;1367976
Екатеринбург;1997;12;3935;;1367976
Екатеринбург;1997;13;3149;;1367976
Екатеринбург;1997;14;3278;;1367976
Екатеринбург;1997;15;3662;;1367976
Екатеринбург;1997;16;2971;;1367976
Екатеринбург;1997;17;3057;;1367976
Екатеринбург;1997;18;2053;;1367976
Екатеринбург;1997;19;2262;;1367976
Екатеринбург;1997;20;2932;;1367976
Екатеринбург;1997;21;3045;;1367976
Екатеринбург;1997;22;2693;;1367976
Екатеринбург;1997;23;2702;;1367976
Екатеринбург;1997;24;1903;;1367976
Екатеринбург;1997;25;1977;;1367976
Екатеринбург;1997;26;1804;;1367976
Екатеринбург;1997;27;1919;;1367976
Екатеринбург;1997;28;1626;;1367976
Екатеринбург;1997;29;1580;;1367976
Екатеринбург;1997;30;1517;;1367976
Екатеринбург;1997;31;1560;;1367976
Екатеринбург;1997;32;1813;;1367976
Екатеринбург;1997;33;1819;;1367976
Екатеринбург;1997;34;2040;;1367976
Екатеринбург;1997;35;2424;;1367976
Екатеринбург;1997;36;2856;;1367976
Екатеринбург;1997;37;3948;;1367976
Екатеринбург;1997;38;4726;;1367976
Екатеринбург;1997;39;5467;;1367976
Екатеринбург;1997;40;4914;;1367976
Екатеринбург;1997;41;5699;;1367976
Екатеринбург;1997;42;5267;;1367976
Екатеринбург;1997;43;5202;;1367976
Екатеринбург;1997;44;5014;;1367976
