((ftol,  eps,   maxiter, size2)  Random_seed = 42  (R^2, time)            Random_seed=420  (R^2, time)               4200
((1e-06, 1e-08, 100,     5),   [(0.8901009303504156, 26.56529688835144),  (0.90111410479599852, 26.314105987548828), (0.83257195004302442, 27.203831672668457)])
((1e-06, 0.0001,100,     5),   [(0.8901009303504156, 26.732434272766113), (0.90111410479599852, 27.032195568084717), (0.89013381269751568, 25.996455669403076)])
((1e-06, 0.001, 100,     5),   [(0.90303724987742817, 27.685714721679688),(0.90167693256104908, 29.506221055984497), (0.83257195004302442, 25.27436351776123)])
((1e-06, 0.01,  100,     5),   [(0.90320063410657092, 25.7201189994812),  (0.90111410479599852, 26.174988269805908), (0.83257195004302442, 25.027161359786987)])
((1e-06, 0.025, 100,     5),   [(0.8901009303504156, 27.705244779586792), (0.90111410479599852, 32.345038652420044), (0.88934870504579511, 27.22896909713745)])
((1e-06, 0.05,  100,     5),   [(0.8901009303504156, 26.64386558532715),  (0.90111410479599852, 29.444112300872803), (0.90006586158788127, 23.50709581375122)])
((1e-06, 0.075, 100,     5),   [(0.8901009303504156, 29.35509705543518),  (0.90111410479599852, 31.292675733566284), (0.83257195004302442, 18.728317975997925)])
((1e-06, 0.1,   100,     5),   [(0.8901009303504156, 26.25955033302307),  (0.90111410479599852, 30.024524927139282), (0.89049311676429976, 23.6479811668396)])

((1e-06, 1e-08, 100,    10),   [(0.89634536195304759, 54.53879904747009), (0.90111410479599852, 51.98013949394226), (0.83257195004302442, 53.414422273635864)])
((1e-06, 0.0001,100,    10),   [(0.89016094079560992, 52.400612592697144),(0.90111410479599852, 53.033156394958496),(0.89727826714824355, 50.59973978996277)])
((1e-06, 0.01,  100,    10),   [(0.90320063410657092, 54.48125410079956), (0.90111410479599852, 51.95962333679199), (0.83257195004302442, 51.508944511413574)])
((1e-06, 0.025, 100,    10),   [(0.89547085597155696, 51.52893567085266), (0.90111410479599852, 55.17881917953491), (0.88934870504579511, 50.14838910102844)])
((1e-06, 0.05,  100,    10),   [(0.90564769279969992, 53.696645736694336),(0.90111410479599852, 53.05346989631653), (0.90006586158788127, 40.920671463012695)])
((1e-06, 0.075, 100,    10),   [(0.89679185021735586, 55.03965926170349), (0.90111410479599852, 54.0999538898468),  (0.83257195004302442, 32.10286998748779)])
((1e-06, 0.1,   100,    10),   [(0.89016094079560992, 52.149470806121826),(0.90111410479599852, 53.24178862571716), (0.89049311676429976, 41.82910490036011)])

((1e-06, 0.05,  100,    20),   [(0.90564769279969992, 104.28437161445618), (0.90111410479599852, 103.60917377471924), (0.90410652734929386, 102.04947257041931)])
((1e-06, 1.5e-08,100,   20),   [(0.89016094079560992, 105.00192904472351), (0.90131753795661507, 109.12545800209045), (0.86936093763369693, 104.99792551994324)])
((1e-06, 1e-08, 100,    20),   [(0.89634536195304759, 106.09677767753601), (0.90244817987780945, 104.79226589202881), (0.86936093763369693, 103.16282725334167)])
